"max","facilityname","concatenatedaddress","inspectionstatus"
"2015-10-05 00:00:00","STAR STOP #48","9350 NORTH FWY HOUSTON TX 77088","PASS"
"2016-01-14 00:00:00","ROYAL OAKS","1318 WESTHEIMER HOUSTON TX 77006","PASS"
"2015-10-13 00:00:00","TAQUERIA DONA DORA-SOUTHWEST","8053 S KIRKWOOD BLVD HOUSTON TX 77072","PASS"
"2015-10-22 00:00:00","LUCKY FOOD STORE","2920 WHITE OAK  DR HOUSTON TX 77007","PASS"
"2015-11-20 00:00:00","TAJ INDIAN CUISINE","13320 WESTHEIMER STE 400 HOUSTON TX 77077","PASS"
"2016-05-18 00:00:00","TAQUERIA  ANA DE JALISCO    -    GARCIA","4343 TELEPHONE RD HOUSTON TX 77087","FAIL"
"2015-12-28 00:00:00","MCDONALDS","8147 KATY FWY HOUSTON TX 77024","PASS"
"2015-10-13 00:00:00","PEET'S COFFEE & TEA","7800 AIRPORT BLVD STE F-1 HOUSTON TX 770061","PASS"
"2015-11-25 00:00:00","EL  MEZCAL  ICE  HOUSE","5727 NORDLING HOUSTON TX 77076","PASS"
"2016-05-24 00:00:00","METRO MART","1900 S DAIRY ASHFORD HOUSTON TX 77077","PASS"
"2015-09-02 00:00:00","BELLFORT SEAFOOD","5851 SCOTT HOUSTON TX 77021","FAIL"
"2016-06-13 00:00:00","JAMES CONEY ISLAND","3607 SHEPHERDDR HOUSTON TX 77098","PASS"
"2015-08-11 00:00:00","SUPER K","3362 FOUNTAINVIEW  DR HOUSTON TX 77057","PASS"
"2015-09-29 00:00:00","TAQUERIA ANGELICA    -     DELLA CARTS","1463 BRITTMOORE HOUSTON TX 77043","PASS"
"2015-09-17 00:00:00","NINFA'S EXPRESS","1111 LOUISIANA STE B160 HOUSTON TX 77002","PASS"
"2015-10-22 00:00:00","RUCHI'S EL RINCO MEXICO GRILL","11460 FUQUA STE 900 HOUSTON TX 77089","PASS"
"2015-09-23 00:00:00","CHURCH'S CHICKEN","6000 S GESSNER HOUSTON TX 77036","PASS"
"2015-08-26 00:00:00","KOLACHE FACTORY #04","2045 WESTHEIMER HOUSTON TX 77098","PASS"
"2016-01-26 00:00:00","MARBLE SLAB CREAMERY","3175 W HOLCOMBE HOUSTON TX 77025","PASS"
"2016-06-15 00:00:00","LA MICHOACANA  MEAT MARKET","5902 N SHEPHERD DR HOUSTON TX 77091","PASS"
"2015-10-22 00:00:00","NEETAS INDIAN CUISINE","6688 SOUTHWEST FWY HOUSTON TX 77074","PASS"
"2015-12-23 00:00:00","CAR SPA","2801 BRAZOS HOUSTON TX 77006","PASS"
"2016-03-02 00:00:00","CHINA MAX","1000 WEST OAKS MALL STE 413 HOUSTON TX 77082","PASS"
"2015-08-28 00:00:00","SWEETERY","2100 WEST LOOP SOUTH STE 101 HOUSTON TX 77027","PASS"
"2016-01-22 00:00:00","RESIDENCE INN #2194","904 DALLAS HOUSTON TX 77002","PASS"
"2016-02-25 00:00:00","TAQUERIA DE PURO JALISCO - Mi Jalisco","606 1/2 GULF BANK RD HOUSTON TX 77037","PASS"
"2015-12-04 00:00:00","JIMMY JOHN'S SANDWICH","2401 W HOLCOMBE STE B HOUSTON TX 77030","PASS"
"2016-06-26 00:00:00","DIMASSI'S MEDITERRANEAN BUFFET","8236 KIRBY STE 120 HOUSTON TX 77054","PASS"
"2015-09-16 00:00:00","MR. EXPRESS #2","9350 FUQUA HOUSTON TX 77075","PASS"
"2015-08-20 00:00:00","TAQUERIA LOS REYES","4901 N MCCARTY HOUSTON TX 77013","FAIL"
"2015-09-14 00:00:00","WESTBURY TRACK TEAM (FUNDRAISER)","11911 CHIMNEY ROCK RD HOUSTON TX 77035","PASS"
"2016-04-12 00:00:00","EARLY LEARNING CENTER","7901 WESTVIEW DR HOUSTON TX 77055","PASS"
"2016-01-20 00:00:00","THE VICTORY MEALS PROGRAM","300 SHEPHERD STE E HOUSTON TX 77007","PASS"
"2015-07-15 00:00:00","RICHARD'S LIQUORS","2545 KIRBY DR HOUSTON TX 77019","PASS"
"2015-11-05 00:00:00","CHUCK WAGON CATERING-Mobile Caterers of TX","3515 EASTEX FWY HOUSTON TX 77026","PASS"
"2016-05-18 00:00:00","KAY'S KAFE","650 N SAM HOUSTON PKWY E STE 103 HOUSTON TX 77060","PASS"
"2016-04-08 00:00:00","JACK IN THE BOX # 3629","3302 RICHMOND AVE HOUSTON TX 77098","PASS"
"2015-10-21 00:00:00","ROLLING FRITO LAY","16102 SPENCE  RD HOUSTON TX 77060","PASS"
"2016-03-07 00:00:00","TAQUERIA GONZALEZ  - El Guero","2607 S RICHEY HOUSTON TX 77017","PASS"
"2015-10-06 00:00:00","DANNY'S FOOD MART","3814 COLLINGSWORTH HOUSTON TX 77026","PASS"
"2015-10-01 00:00:00","ZOE'S KITCHEN","3838 WESTHEIMER RD STE C HOUSTON TX 77027","PASS"
"2015-07-08 00:00:00","KBC HEAD START","6011 W OREM STE 1A HOUSTON TX 77085","PASS"
"2016-01-07 00:00:00","CAFE CHINO","3285 SOUTHWEST FWY HOUSTON TX 77027","PASS"
"2016-01-07 00:00:00","THE STOP","1080  WILCREST STE A HOUSTON TX 77042","PASS"
"2016-03-28 00:00:00","SEGUIN ELEMENTARY SCHOOL","5905 WALTRIP HOUSTON TX 77087","PASS"
"2016-05-10 00:00:00","LES BA'GET","1717 MONTROSE BLVD HOUSTON TX 77006","PASS"
"2016-05-24 00:00:00","BIG CITY SUPER MARKET","11330 HOMESTEAD RD HOUSTON TX 77016","PASS"
"2016-02-14 00:00:00","JUICE BAR","6116 WINDSWEPT STE 918 HOUSTON TX 77057","PASS"
"2016-04-28 00:00:00","KINGWOOD COUNTRY CLUB","1700 LAKE KINGWOOD  TRL KINGWOOD TX 77339","PASS"
"2015-10-07 00:00:00","DOMINO'S","3607 OLD SPANISH TRL STE B HOUSTON TX 77021","PASS"
"2016-04-13 00:00:00","OTTO'S BAR-BE-QUE","1200 MCKINNEY STE 331 HOUSTON TX 77010","PASS"
"2015-10-12 00:00:00","S. TX ADULT DAY ACTIVITY CTR.","6011 TELEPHONE RD HOUSTON TX 77087","PASS"
"2015-07-22 00:00:00","EL PAISA BBQ","9360 RICHMOND HOUSTON TX 77063","FAIL"
"2015-11-04 00:00:00","KOLACHE FACTORY #54","7811 S MAIN ST STE 300 HOUSTON TX 77030","PASS"
"2015-08-01 00:00:00","HONEY BEE TEAHOUSE","9715 BELLAIRE STE B HOUSTON TX 77036","PASS"
"2016-01-05 00:00:00","ATTARI INTERNATIONAL","6327 ASHCROFT HOUSTON TX 77081","PASS"
"2015-09-02 00:00:00","ARNY'S BAKERY","9601 S GESSNER RD  TX 77071","PASS"
"2016-03-22 00:00:00","WEST BRIAR MIDDLE SCHOOL","13733 BRIMHURST DR HOUSTON TX 77077","PASS"
"2015-11-10 00:00:00","TAQUERIA MI JALISCO - MI JALISCO","7040 AIRLINE DR HOUSTON TX 77076","PASS"
"2015-11-09 00:00:00","MANGUM CORNER STORE","2902 MANGUM HOUSTON TX 77092","PASS"
"2016-05-05 00:00:00","THE OWL BAR","2221 W ALABAMA HOUSTON TX 77098","PASS"
"2015-08-25 00:00:00","ESCALANTE'S MEXICAN GRILL","12821 KIMBERLEY  LN STE 100 HOUSTON TX 77024","PASS"
"2016-02-04 00:00:00","OSTIONERIA 7 MARES SEAFOOD #2","1724 WIRT  RD HOUSTON TX 77055","PASS"
"2015-10-12 00:00:00","ALBURY HEAD START CENTER","11125 ALBURY HOUSTON TX 77096","PASS"
"2016-05-28 00:00:00","TAQUERIA   CANCUN #6","2227 N GESSNER HOUSTON TX 77080","PASS"
"2016-01-13 00:00:00","EL REGIO SNO CONES","59 TIDWELL HOUSTON TX 77022","PASS"
"2016-03-10 00:00:00","PROPOSED FOX EXPRESS","9700 TELEPHONE HOUSTON TX 77075","PASS"
"2016-03-15 00:00:00","TAQUERIA ARANDAS #3","920 N SHEPHERD HOUSTON TX 77008","PASS"
"2016-03-17 00:00:00","FIESTA MART #10","12201 EAST  FWY HOUSTON TX 77015","PASS"
"2016-05-05 00:00:00","TACOS LA BALA GRILL","10100 BEECHNUT STE 120 HOUSTON TX 77072","PASS"
"2016-05-18 00:00:00","CHURCH'S CHICKEN","10658 MONROE STE A HOUSTON TX 77075","PASS"
"2015-12-21 00:00:00","JACK IN THE BOX #649","1072 EDGEBROOK HOUSTON TX 77034","PASS"
"2015-10-26 00:00:00","MONDONGO RESTAURANT","6121 HILLCROFT STE A HOUSTON TX 77081","PASS"
"2015-10-01 00:00:00","OAK FOREST ELEMENTARY","1401 W 43RD HOUSTON TX 77018","PASS"
"2015-11-05 00:00:00","DAWNING YEARS ACADEMY","3609 DREYFUS HOUSTON TX 77021","PASS"
"2015-09-30 00:00:00","STAR STOP 57","1225 BROADWAY HOUSTON TX 77012","PASS"
"2015-12-29 00:00:00","THE MAGNOLIA HOTEL","1100 TEXAS AVE HOUSTON TX 77002","PASS"
"2016-04-28 00:00:00","MABLE SLAB CREAMERY","10628 NORTHWEST  FWY HOUSTON TX 77092","PASS"
"2015-08-08 00:00:00","TOSTADA REGIA","10801 EAST  FWY HOUSTON TX 77029-1909","PASS"
"2015-09-03 00:00:00","U.S.O. HOBBY","7800 AIRPORT BLVD HOUSTON TX 77061","PASS"
"2015-10-19 00:00:00","JOHN PAUL II CATHOLIC SCHOOL","1400 PARKWAY PLAZA STE J HOUSTON TX 77077","PASS"
"2016-02-02 00:00:00","D'LISH CATERING","1200 MCKINNEY STE 479 HOUSTON TX 77010","FAIL"
"2015-10-13 00:00:00","MAMA'S CATERING  # 2  - Mobile Caterers of Texas","3515 EASTEX FWY HOUSTON TX 77026","PASS"
"2016-04-04 00:00:00","HIGH SCHOOL FOR LAW ENFORCEMNT","4701 DICKSON HOUSTON TX 77007","PASS"
"2016-01-21 00:00:00","MEDITERRANEO MARKET AND CAFE","2409 FALCON PASS DR STE 160 HOUSTON TX 77062","PASS"
"2015-08-10 00:00:00","ALFA CAPRI RESTAURANT & FAST FOOD","10816 W BELLFORT HOUSTON TX 77099","PASS"
"2016-02-18 00:00:00","BENDER BBQ BURGER LLC","4635 N FREEWAY RD HOUSTON TX 77022","PASS"
"2016-02-19 00:00:00","OSTIONERIA MICHOACAN #5","5895 S GESSNER HOUSTON TX 77036","PASS"
"2015-10-01 00:00:00","POST OAK GRILL EXPRESS","1111 LOUISIANA STE B100 HOUSTON TX 77002","PASS"
"2016-01-27 00:00:00","WAFFLE HOUSE #1326","11240 WESTHEIMER HOUSTON TX 77042","PASS"
"2016-01-27 00:00:00","TAQUERIA EL CHARRO","6810 N SHEPHERD HOUSTON TX 77091","PASS"
"2016-05-21 00:00:00","EL CATRACHITO","7639 DASHWOOD HOUSTON TX 77036","FAIL"
"2016-05-03 00:00:00","BLUE NILE ETHIOPIAN RESTAURANT","9400 RICHMOND HOUSTON TX 77063","PASS"
"2016-02-11 00:00:00","WHOLESALE AFRICAN FOOD STORE & CAFE","9651 BISSONNET STE 201 HOUSTON TX 77036","PASS"
"2015-09-15 00:00:00","SUBWAY #4112","2038 GESSNER STE A HOUSTON TX 77080","PASS"
"2016-04-09 00:00:00","OKAY FOOD STORE","502 W MOUNT HOUSTON RD HOUSTON TX 77037-1529","PASS"
"2015-11-13 00:00:00","EL REVENTON - TEX STAR","7398 IRVINGTON HOUSTON TX 77091","PASS"
"2016-06-09 00:00:00","TLC PRODUCE","1108 GIBBS HOUSTON TX 77009","PASS"
"2015-12-10 00:00:00","TAQUERIA MAMI MENCHA  -  3 Brothers","929 FEDERAL RD HOUSTON TX 77029","PASS"
"2016-05-13 00:00:00","CHURCH'S CHICKEN #4490","6962 W T C JESTER  BLVD HOUSTON TX 77091-1509","FAIL"
"2016-05-03 00:00:00","DAIRY QUEEN","10730 W BELLFORT HOUSTON TX 77099","PASS"
"2016-03-17 00:00:00","ALL BEAUTIFUL CHILDREN ENRICHMENT LEARNING CENTER","12805 CULLEN BLVD STE D HOUSTON TX 77047","PASS"
"2016-01-08 00:00:00","ELSYS RESTAURANT","11202 AIRLINE ST STE A HOUSTON TX 77037","FAIL"
"2015-08-20 00:00:00","WING STOP #114","1425 WIRT RD HOUSTON TX 77055","PASS"
"2016-02-17 00:00:00","SODEXHO/WESTSIDE CAFE","10350 RICHMOND AVE STE 150 HOUSTON TX 77042","PASS"
"2015-08-15 00:00:00","VALERO STELLA LINK","8430 STELLA LINK Houston TX 77025","PASS"
"2015-07-25 00:00:00","OUTBACK STEAKHOUSE #4428","12130 DICKINSON RD HOUSTON TX 77089","PASS"
"2015-11-30 00:00:00","MISSION  OF YAHWEH","10246 GENARD RD HOUSTON TX 77041","PASS"
"2015-12-02 00:00:00","NATURAL BRANDS","2528 AIRLINE HOUSTON TX 77009","PASS"
"2015-10-05 00:00:00","WHICH WICH #39","8401 WESTHEIMER STE 110 HOUSTON TX 77063","PASS"
"2016-03-14 00:00:00","DONA CHELA TAQUERIA","1112 76TH ST HOUSTON TX 77012","PASS"
"2016-05-02 00:00:00","TACOS LUCAZ   -   TX #2","9620 LONG POINT RD HOUSTON TX 77055","FAIL"
"2016-05-28 00:00:00","LA CARRETA MEXICAN RESTAURANT","208 E 20TH  ST HOUSTON TX 77008-2608","PASS"
"2016-06-10 00:00:00","GABBY'S","3101 N SHEPHERD HOUSTON TX 77018","FAIL"
"2016-05-03 00:00:00","J. BLACKS FEEL GOOD KITCHEN & LOUNGE","110 S HEIGHTS BLVD HOUSTON TX 77007","PASS"
"2015-12-12 00:00:00","TAQUERIA TUZANTLA","9612 BEECHNUT HOUSTON TX 77036","FAIL"
"2016-05-16 00:00:00","GOLDEN HUNAN","1801 DURHAM STE 3 HOUSTON TX 77007","PASS"
"2016-01-27 00:00:00","YUMMY KITCHEN","9326 BELLAIRE HOUSTON TX 77036","PASS"
"2015-10-13 00:00:00","SPINDLE TAP BREWERY","10622 HIRSCH RD STE B-100 HOUSTON TX 77016","PASS"
"2016-03-09 00:00:00","ALONTI DELI # 7","1221 MCKINNEY ST STE B HOUSTON TX 77010","FAIL"
"2015-07-09 00:00:00","PINK'S PIZZA","1009 MOY STE A HOUSTON TX 77007","PASS"
"2015-07-20 00:00:00","CHEVRON FOOD MART","4919 MAIN HOUSTON TX 77002","FAIL"
"2016-03-08 00:00:00","NICO'S TAQUERIA(inside Tornado Bus Company)","6517 HARRISBURG Houston TX 77011","PASS"
"2015-09-02 00:00:00","SIMON'S CAFE","500 DALLAS STE T-22 HOUSTON TX 77002","PASS"
"2016-03-07 00:00:00","99 CENTS ONLY STORE 2874","5550 NORTH FWY HOUSTON TX 77076","PASS"
"2015-11-19 00:00:00","MURPHY'S DELI","6560 FANNIN STE 250 HOUSTON TX 77030","PASS"
"2015-12-15 00:00:00","HOT DOGS JOSE       -       FIESTA","2323 WIRT RD HOUSTON TX 77055","PASS"
"2015-10-28 00:00:00","DADAMI  RESTAURANT","1927 GESSNER RD HOUSTON TX 77080","FAIL"
"2016-05-26 00:00:00","LA FAMILIA PANADERIA","6924 IRVINGTON HOUSTON TX 77022","PASS"
"2016-03-18 00:00:00","LA SABROSITA","6731 AIRLINE DR HOUSTON TX 77076","PASS"
"2015-07-08 00:00:00","SHASTA DISTRIBUTION","7333 MAJOR HOUSTON TX 77061","PASS"
"2016-06-20 00:00:00","PHO HOANG","2402 BAY AREA  BLVD STE C HOUSTON TX 77058","FAIL"
"2016-04-28 00:00:00","VARNETT CHARTER SCHOOL","11203 CLEMATIS HOUSTON TX 77035","PASS"
"2015-12-17 00:00:00","STARBUCKS COFFEE #6371","2801 S SHEPHERD HOUSTON TX 77098","PASS"
"2015-08-03 00:00:00","FAMILY DOLLAR STORE #6075","3411 NAVIGATION HOUSTON TX 77003","PASS"
"2016-05-31 00:00:00","WORLD CATERING & CAKES","1073 SILBER RD STE B HOUSTON TX 77055","PASS"
"2016-02-10 00:00:00","NORTHLINE ELEMENTARY","821 E WITCHER HOUSTON TX 77076","PASS"
"2016-04-15 00:00:00","TOP OF FLIGHT","9819 S KIRKWOOD HOUSTON TX 77099","PASS"
"2015-10-20 00:00:00","TAQUERIA MEXICO D.F.  -  Mi Jalisco","6934 AIRLINE DR HOUSTON TX 77076","FAIL"
"2016-03-18 00:00:00","JIMMY JOHN'S #2798","14550 WESTHEIMER RD STE 100 HOUSTON TX 77077","PASS"
"2016-04-28 00:00:00","TACOS EL RANCHERO #2 - SOUTHWEST","5720 CLAREWOOD DR HOUSTON TX 77081","PASS"
"2016-01-14 00:00:00","THE REFINERY","702 W DALLAS STE A HOUSTON TX 77019","PASS"
"2015-08-02 00:00:00","JEFFREY'S FOOD MART","13420 W BELLFORT AVE HOUSTON TX 77498-1103","PASS"
"2016-01-19 00:00:00","RODEWAY INN & SUITES","4760 SHERWOOD LANE HOUSTON TX 77092","PASS"
"2016-06-20 00:00:00","BOSTON MARKET #623","7616 WESTHEIMER HOUSTON TX 77063","FAIL"
"2016-06-15 00:00:00","LA FAMILIA MEAT MARKET","2440 CANAL HOUSTON TX 77003","PASS"
"2015-12-14 00:00:00","GOLDEN HUNAN #2","2953 BINGLE HOUSTON TX 77055","FAIL"
"2015-09-29 00:00:00","CHILI'S GRILL AND BAR #13","12897 GULF  FWY HOUSTON TX 77034","PASS"
"2015-11-05 00:00:00","AMIGOS MINI MARKET","7317 S KIRKWOOD HOUSTON TX 77072","PASS"
"2016-05-01 00:00:00","LA PUPUSA LOCA","7207 HILLCROFT HOUSTON TX 77081","PASS"
"2015-08-29 00:00:00","TILA  TEAHOUSE","9416 LONG POINT DR HOUSTON TX 77055","PASS"
"2015-09-23 00:00:00","PAPION'S ROASTED CORN- DIANA'S","5600 MYKAWA HOUSTON TX 77033","PASS"
"2015-11-19 00:00:00","WALTER'S CATERING - MOBILE CATERE'S","5051 WRIGHT HOUSTON TX 77032","PASS"
"2016-04-11 00:00:00","BAR CHICAGO","8425 JENSEN HOUSTON TX 77093","PASS"
"2015-10-06 00:00:00","TACOS BORYMEX  - Diana's","5417 ANDERSON  RD HOUSTON TX 77053","PASS"
"2015-07-22 00:00:00","PUEBLONUEVO PRODUCTS","5701 BINGLE RD HOUSTON TX 77092","PASS"
"2015-11-18 00:00:00","PIZZA HUT # 27127","7820 LONG POINT RD HOUSTON TX 77055","PASS"
"2015-11-18 00:00:00","FLAMINGO CHILL","6404 AIRLINE HOUSTON TX 77076","PASS"
"2016-02-04 00:00:00","HOOTERS","2519 SOUTHWEST FREEWAY HOUSTON TX 77098","PASS"
"2016-02-09 00:00:00","LAWNDALE CHEVRON","8001 LAWNDALE ST STE B HOUSTON TX 77012-2520","PASS"
"2016-03-04 00:00:00","BEN BOWEN EARLY CHILDHOOD DEVELOPMENT CENTER","24403 E LAKE HOUSTON  PKWY HUFFMAN TX 77336","PASS"
"2016-06-29 00:00:00","J. H. ZIPS FOOD MART","9918 NORTH FWY HOUSTON TX 77037","PASS"
"2015-07-30 00:00:00","HONEYCHILD'S SWEET CREAMS","931 W GARDNER ST HOUSTON TX 77009","PASS"
"2015-09-17 00:00:00","GREEN VALLEY MEAT DISTRIBUTORS","3110 PRODUCE ROW HOUSTON TX 77023","PASS"
"2015-12-17 00:00:00","EVER GOOD IMPORTS L.L.C.","1320 SCOTT HOUSTON TX 77003","PASS"
"2015-09-21 00:00:00","D'LISH BAKE SHOP","9110 BELLAIRE STE A HOUSTON TX 77036","PASS"
"2015-10-16 00:00:00","BOTANAS EL CACAHUATES   -   TEXAS","2045 WIRT RD HOUSTON TX 77055","PASS"
"2016-02-16 00:00:00","SKAYS CHEVRON","10720 S POST OAK  RD HOUSTON TX 77035","PASS"
"2015-10-05 00:00:00","TAQUERIA LA LOCA","5738 TELEPHONE RD HOUSTON TX 77087","PASS"
"2015-12-19 00:00:00","RICHMOND ARMS+","5920 RICHMOND HOUSTON TX 77057","PASS"
"2015-09-22 00:00:00","MAIN STREET SHELL","2220 MAIN ST HOUSTON TX 77002","PASS"
"2015-07-10 00:00:00","THE DRAFT","23692 EASTEX FWY STE D HOUSTON TX 77339","PASS"
"2016-01-19 00:00:00","MARIA'S CATERING - Mobile Caterers of TX","3515 EASTEX FWY HOUSTON TX 77026","PASS"
"2016-03-24 00:00:00","SUBWAY #33624","6900 NORTH LOOP EAST HOUSTON TX 77026","PASS"
"2016-04-26 00:00:00","CHURROS Y ANTOJITOS EL PEREGRINO  -  SOUTHWEST","7919 WESTHEIMER RD HOUSTON TX 77063","PASS"
"2015-09-01 00:00:00","META FOOD MARKET","105 E ANDERSON RD HOUSTON TX 77047","PASS"
"2015-10-09 00:00:00","BAYOU CITY COMMISSARY","4704 RICHMOND AVE HOUSTON TX 77027","PASS"
"2015-10-12 00:00:00","PUGON DE MANILA","8017 MAIN STE 250 HOUSTON TX 77025","PASS"
"2015-12-07 00:00:00","TAQUERIA EL PAISA # 2 - 3 Brothers","4930 N MCCARTY ST HOUSTON TX 77013","PASS"
"2016-02-26 00:00:00","LA  QUINTA  INN & SUITES","10850 HARWIN DR HOUSTON TX 77072","PASS"
"2016-04-22 00:00:00","ROYAL OAK FOOD MART","3818 WILCREST STE A HOUSTON TX 77042","PASS"
"2016-03-03 00:00:00","CHEZ BEIGNET 2","10623 BELLAIRE BLVD STE C108 HOUSTON TX 77072","PASS"
"2016-06-27 00:00:00","TA-CABRON  -  TEXSTAR","7504 HARRISBURG HOUSTON TX 77012","FAIL"
"2015-11-12 00:00:00","HENRY MIDDLE SCHOOL","10702 E HARDY HOUSTON TX 77093","PASS"
"2016-01-14 00:00:00","ALABAMA FOOD STORE","2706 ALABAMA HOUSTON TX 77004","PASS"
"2015-09-08 00:00:00","ALONTI CAFE # 48","600 TRAVIS HOUSTON TX 77002","FAIL"
"2015-12-17 00:00:00","TOSTADA REGIA","6747 AIRLINE DR HOUSTON TX 77076","FAIL"
"2015-07-07 00:00:00","SOUTHWEST SCHOOL","3939 HILLCROFT STE 180 HOUSTON TX 77057","PASS"
"2015-11-05 00:00:00","MERRY MART","4119 CHAPMAN HOUSTON TX 77009","PASS"
"2015-09-03 00:00:00","YES GULFTON","6565 DEMOSS HOUSTON TX 77074","PASS"
"2016-01-20 00:00:00","WELLS FARGO PLAZA DELI","1000 LOUISIANA STE B-100 HOUSTON TX 77002","PASS"
"2016-01-04 00:00:00","EL PAPATURRO #4","8557 LONG POINT RD HOUSTON TX 77055-2329","PASS"
"2016-01-25 00:00:00","JABASTIAN'S MEXICAN CUISINE","8054 S GESSNER HOUSTON TX 77036","FAIL"
"2015-09-17 00:00:00","LA COCINA","6500 NORTH FWY STE 102 HOUSTON TX 77076","PASS"
"2016-04-28 00:00:00","SHARPSTOWN HIGH SCHOOL JROTC FUNDRAISER","7504 BISSONNET STE TW-15 HOUSTON TX 77074","PASS"
"2016-06-16 00:00:00","STOP N SHOP  # 4","1412 S SGT MACARIO GARCIA HOUSTON TX 77011","PASS"
"2016-03-09 00:00:00","BABA YEGA EXPRESS","2607 GRANT HOUSTON TX 77006","PASS"
"2015-08-17 00:00:00","EL JALAPENO LOCO","9322 FULTON HOUSTON TX 77022","FAIL"
"2016-06-10 00:00:00","ROYAL SONESTA HOTEL HOUSTON","2222 WEST LOOP SOUTH HOUSTON TX 77027","FAIL"
"2015-12-02 00:00:00","LEARNING PALACE 2","9647 SOUTHWEST  FWY HOUSTON TX 77074","PASS"
"2016-04-27 00:00:00","CHEVRON FOOD MART","4919 MAIN HOUSTON TX 77002","FAIL"
"2016-03-05 00:00:00","EL PAISA BBQ","9360 RICHMOND HOUSTON TX 77063","PASS"
"2015-09-03 00:00:00","SILVERSTONE EVENTS","2100 WAUGH DR HOUSTON TX 77006","PASS"
"2016-02-09 00:00:00","LUISAS PASTA","1200 MCKINNEY STE 325 HOUSTON TX 77010","PASS"
"2015-09-23 00:00:00","KINDER CARE LEARNING CENTER","1407 PARKWAY PLAZA HOUSTON TX 77077","PASS"
"2016-03-07 00:00:00","SAMMY'S WILD GAME GRILL","3715 WASHINGTON AVE STE A HOUSTON TX 77007","PASS"
"2016-03-08 00:00:00","SHOPS DOWN UNDER","711 LOUISIANA STE M100 HOUSTON TX 77002","PASS"
"2016-05-31 00:00:00","HAMMERLY EXXON","2303 W SAM HOUSTON PKWY N HOUSTON TX 77043","PASS"
"2016-02-15 00:00:00","HEB #054","9828 BLACKHAWK BLVD HOUSTON TX 77075","PASS"
"2016-03-09 00:00:00","MACARON BY PATISSE","5085 WESTHEIMER RD STE K-101 HOUSTON TX 77056","PASS"
"2016-05-09 00:00:00","TORCHY'S TACOS","2411 S SHEPHERD HOUSTON TX 77019","PASS"
"2016-03-07 00:00:00","EL CHARRO MEXICAN RESTAURANT CAFE & CANTINA","4580 KINGWOOD DR STE H KINGWOOD TX 77345","PASS"
"2016-03-03 00:00:00","POST OAK GRILL DOWNTOWN","1111 LOUISIANA STE B100 HOUSTON TX 77002","PASS"
"2016-03-13 00:00:00","THE WEST END PUBLIC HOUSE","5320 WESTHEIMER RD STE A HOUSTON TX 77056","PASS"
"2015-11-18 00:00:00","CHOICE'S CAFETERIA","720 N POST OAK RD STE 128 HOUSTON TX 77024","PASS"
"2015-12-10 00:00:00","THE TABLE","1919 W ALABAMA HOUSTON TX 77098","PASS"
"2016-03-01 00:00:00","AFGHAN EXPRESS","5600 HILLCROFT HOUSTON TX 77036","PASS"
"2016-03-11 00:00:00","PANDA BEAR ACADEMY #2","9805 BISSONNET STE A HOUSTON TX 77036","PASS"
"2016-03-30 00:00:00","SHAKSPEARE PUB","14129 MEMORIAL STE E HOUSTON TX 77079","PASS"
"2016-05-24 00:00:00","MARTHA'S KITCHEN","322 S JENSEN HOUSTON TX 77003","PASS"
"2016-04-05 00:00:00","SUBWAY #43926","4835 CALHOUN HOUSTON TX 77004","PASS"
"2015-09-30 00:00:00","TAQUERIA Y PANADERIA LA ROCA","6407 BISSONNET HOUSTON TX 77074","PASS"
"2016-04-13 00:00:00","RASPADO XPERTS","123 LITTLE YORK HOUSTON TX 77076","PASS"
"2016-01-07 00:00:00","CITGO FOOD MART","2528 NORTH  FWY HOUSTON TX 77009","PASS"
"2015-10-28 00:00:00","LA HACIENDA MEXICAN RESTAURANT","1431 W 26TH ST HOUSTON TX 77008","PASS"
"2016-03-18 00:00:00","CAMPO AZUL-TACOS EL GUERO","1019 EDGEBROOK HOUSTON TX 77034","PASS"
"2015-10-07 00:00:00","LA MICHOACANA MEAT MARKET #32","3902 S SHAVER HOUSTON TX 77034","PASS"
"2016-06-16 00:00:00","RANDALL'S #1041","4800 W BELLFORT HOUSTON TX 77035","PASS"
"2015-07-05 00:00:00","DESHI GROCERIES","6280 WILCREST HOUSTON TX 77072","PASS"
"2015-08-25 00:00:00","NEFF EARLY LEARNING CENTER","8200 CARVEL HOUSTON TX 77036","PASS"
"2015-07-15 00:00:00","YORI-YORI","1302 BLALOCK RD STE FC-3 HOUSTON TX 77055","FAIL"
"2015-07-08 00:00:00","LEARNING PALACE","17587 IMPERIAL VALLEY HOUSTON TX 77060","PASS"
"2015-10-01 00:00:00","MIA BELLA TRATTORIA","320 MAIN HOUSTON TX 77002","PASS"
"2015-09-16 00:00:00","MY KINGDOM FUN LAND","9855 FUQUA STE E HOUSTON TX 77075","PASS"
"2015-10-29 00:00:00","BURGER KING","4639 IRVINGTON BLVD HOUSTON TX 77009","PASS"
"2016-06-21 00:00:00","ANTOJITOS QUE RICURA  -  GUERO","6809 TELEPHONE RD HOUSTON TX 77061","PASS"
"2016-02-25 00:00:00","PANADERIA Y PASTELERIA ANAMORO","11138 AIRLINE HOUSTON TX 77035","FAIL"
"2016-01-11 00:00:00","SPARKLE HAMBURGER SPOT","1515 DOWLING HOUSTON TX 77003","FAIL"
