"max","facilityname","concatenatedaddress","inspectionstatus"
"2016-01-28 00:00:00","LOTUS SEAFOOD MARKET","8550 S BRAESWOOD BLVD STE F HOUSTON TX 77071-1110","PASS"
"2015-11-19 00:00:00","MILLER'S CAFE-MED CENTER","6560 FANNIN STE 110 HOUSTON TX 77030","PASS"
"2015-11-17 00:00:00","LAKE HOUSTON YMCA","2420 W LAKE HOUSTON  PKWY KINGWOOD TX 77345","PASS"
"2015-10-05 00:00:00","#1 REVEILLE FOOD STORE","3418 REVEILLE HOUSTON TX 77087","PASS"
"2016-05-27 00:00:00","EXPRESS LANE FOOD","15164 OLD GALVESTON RD WEBSTER TX 77598","PASS"
"2016-01-12 00:00:00","CHOICE TROPICAL","10631 HARWIN DR STE 614 HOUSTON TX 77036","PASS"
"2015-09-18 00:00:00","SUNSHINE COMMUNITY CENTER","6501 WESTLINE HOUSTON TX 77036","PASS"
"2016-03-01 00:00:00","SUBWAY #25311","4410 WESTWAY PARK STE 700 Houston TX 77041","FAIL"
"2016-06-10 00:00:00","TAQUERIA ALMA LATINA","2203 N SHEPHERD HOUSTON TX 77008","PASS"
"2015-10-21 00:00:00","SALTGRASS STEAKHOUSE","11900 EAST FWY HOUSTON TX 77029","PASS"
"2015-08-31 00:00:00","BARRICK ELEMENTARY","12001 WINFREY HOUSTON TX 77076","PASS"
"2015-07-15 00:00:00","PUEBLO VIEJO MEXICAN RESTAURANT & TAQUERIA # 3","3820 S GESSNER HOUSTON TX 77063","FAIL"
"2015-11-18 00:00:00","FRANK'S GRILL #2","5901 CLINTON  DR HOUSTON TX 77020","PASS"
"2015-08-18 00:00:00","HARRIS ACADEMY","3130 HOLDER FOREST  DR HOUSTON TX 77088","PASS"
"2016-01-21 00:00:00","FIESTA BEVERAGE MART #23","9415 MESA RD HOUSTON TX 77028","PASS"
"2015-08-13 00:00:00","MARBLE SLAB CREAMERY","303 MEMORIAL CITY MALL STE 845B HOUSTON TX 77024","PASS"
"2015-09-11 00:00:00","DUMPLING KING","6515 WESTHEIMER HOUSTON TX 77057","PASS"
"2016-04-28 00:00:00","TAQUERIA EL KARNAL    -     Tex Star","9566 KEMPWOOD DR HOUSTON TX 77080","FAIL"
"2015-07-09 00:00:00","ST. JOHNS SCHOOL GREAT HALL","2401 CLAREMONT HOUSTON TX 77019","PASS"
"2015-07-22 00:00:00","PAPPAS COMMISSARY","6382 RICHMOND AVE HOUSTON TX 77241-1567","PASS"
"2015-10-08 00:00:00","CYCLONE ANAYAS","1710 DURHAM Houston TX 77007","PASS"
"2015-07-21 00:00:00","CHILLY WILLY'S BBQ    -     TEXAS","1325 S DAIRY ASHFORD HOUSTON TX 77077","PASS"
"2016-02-03 00:00:00","SUBWAY","13817 S POST OAK HOUSTON TX 77045","PASS"
"2015-12-20 00:00:00","VIETNAMESE MARTYRS CHURCH FAMILY LIFE CENTER","10610 KINGSPOINT  STE E HOUSTON TX 77075","PASS"
"2016-03-10 00:00:00","SOUTH GESSNER CHILDCARE","10704 S GESSNER HOUSTON TX 77071","PASS"
"2015-11-10 00:00:00","99 CENTS ONLY STORE 2852","7061 LAWNDALE STE A HOUSTON TX 77023","PASS"
"2015-08-10 00:00:00","D'LISH CATERING","1200 MCKINNEY STE 479 HOUSTON TX 77010","PASS"
"2016-05-09 00:00:00","DIMASSI'S  MEDITERRANEAN BUFFET","5160 RICHMOND AVE HOUSTON TX 77056","PASS"
"2015-08-18 00:00:00","EISENHOWER 9TH GRADE SCHOOL","3550 W GULF BANK HOUSTON TX 77088","PASS"
"2016-05-24 00:00:00","SING-ON SUPERMARKET","3905 CAVALCADE HOUSTON TX 77026","FAIL"
"2016-03-17 00:00:00","TAQUERIA ARANDAS","5887 WESTHEIMER RD STE J HOUSTON TX 77057","PASS"
"2016-05-26 00:00:00","BANANA LEAF","9889 BELLAIRE BLVD STE 311 HOUSTON TX 77036","FAIL"
"2015-09-16 00:00:00","Chancellors Family Center","6535 DUMFRIES  TX 77096","PASS"
"2016-03-02 00:00:00","GENERAL JOE'S CHOPSTIX","10820 WESTHEIMER HOUSTON TX 77042","PASS"
"2015-11-10 00:00:00","KOREAN COMMUNITY LEARNING CENTER","1809 HOLLISTER ST HOUSTON TX 77080","PASS"
"2016-01-19 00:00:00","SOUTHERN GOODS","632 W 19TH ST HOUSTON TX 77008","PASS"
"2015-09-01 00:00:00","ELY'S BEAUTY SALON","3930 N MAIN Houston TX 77009","PASS"
"2016-04-25 00:00:00","J & R PRODUCE","2520 AIRLINE DR HOUSTON TX 77009","PASS"
"2016-01-30 00:00:00","PYBURN'S FARM FRESH FOOD","7125 SCOTT ST HOUSTON TX 77021","PASS"
"2015-10-22 00:00:00","LA QUINTA INN #4016","6790   SOUTHWEST FWY HOUSTON TX 77074","PASS"
"2015-10-30 00:00:00","TEZZIE'S      -      Texas # 2","11650 HEMPSTEAD RD HOUSTON TX 77092","PASS"
"2016-06-21 00:00:00","ALMEDA PLAZA CHEVRON","12202 ALMEDA RD HOUSTON TX 77045","FAIL"
"2016-04-15 00:00:00","TAQUERIA MEXICO D.F.  -  MI JALISCO","6360 C AIRLINE DR HOUSTON TX 77076","PASS"
"2016-04-29 00:00:00","MI TIENDA #2","3800 E LITTLE YORK RD HOUSTON TX 77093","PASS"
"2015-09-09 00:00:00","TACO TEC","8449 GULF  FWY HOUSTON TX 77017","PASS"
"2016-04-29 00:00:00","PANCHO'S MEXICAN BUFFET","5442 NORTH FWY HOUSTON TX 77076","FAIL"
"2016-06-11 00:00:00","DELI FRUIT    -    TEXAS","6330 W 34TH ST HOUSTON TX 77092","PASS"
"2015-12-21 00:00:00","TAY-DO RESTAURANT","2529 HIGHWAY 6 S HOUSTON TX 77082","PASS"
"2015-10-21 00:00:00","BRISCOE ELEMENTARY SCHOOL","321 FOREST HILL HOUSTON TX 77011","PASS"
"2016-03-29 00:00:00","EL PAISANO MEAT MARKET #2","426 CROSSTIMBERS HOUSTON TX 77022","PASS"
"2016-04-12 00:00:00","THE ICE AGE    -     DIANNA'S","10307 D CULLEN BLVD HOUSTON TX 77051","FAIL"
"2015-12-18 00:00:00","CVS PHARMACY #3693","7950 S GESSNER HOUSTON TX 77036","PASS"
"2015-10-06 00:00:00","NICK'S  GRILL","2416 MANGUM RD STE B HOUSTON TX 77092","PASS"
"2015-07-22 00:00:00","CASAREZ MEXICAN RESTAURANT","887 EDGEBROOK  DR HOUSTON TX 77034","PASS"
"2016-05-12 00:00:00","MONTESSORI LEARNING INSTITUTE","5701 BEECHNUT HOUSTON TX 77074","PASS"
"2016-03-07 00:00:00","HELEN GREEK FOOD & WINE","2429 RICE BLVD HOUSTON TX 77005","PASS"
"2016-05-11 00:00:00","MINT THAI KITCHEN","17513 TOMBALL  PKWY HOUSTON TX 77064","PASS"
"2016-05-02 00:00:00","COMISARIA SOUTHWEST","8331 BEECHNUT HOUSTON TX 77036","PASS"
"2016-01-25 00:00:00","KATHERINE SMITH ELEMENTARY","4802 CHRYSTELL HOUSTON TX 77092","PASS"
"2016-06-02 00:00:00","BAMBOO HOUSE","540 WAUGH DR HOUSTON TX 77019","PASS"
"2016-02-05 00:00:00","SONIC DRIVE IN # 1109","15917 S POST OAK STE C HOUSTON TX 77053","PASS"
"2016-05-24 00:00:00","TACOS Y TORTAS ESTILO MEXICO  -   SouthWest","9602 SOUTHWEST FWY HOUSTON TX 77074","PASS"
"2015-09-28 00:00:00","SOPHIA HOT DOGS AND CAFE","6200 BELLAIRE  BLVD HOUSTON TX 77081","PASS"
"2015-07-01 00:00:00","24 SEVEN #10","13114 S POST OAK RD STE A HOUSTON TX 77045","PASS"
"2016-03-16 00:00:00","TAQUERIA LA JALICIENSE","6503 AIRLINE DR STE A HOUSTON TX 77076","FAIL"
"2015-07-24 00:00:00","REFRESQUERIA TAMPICO","702 75TH ST HOUSTON TX 77011","PASS"
"2015-07-01 00:00:00","DELICIOUS ROASTED CORN - Southwest Comisaria","9995 HARWIN DR HOUSTON TX 77036","PASS"
"2015-09-29 00:00:00","EL SALVADOR PRODUCTS","3615 WILLOWBEND BLVD STE 420 HOUSTON TX 77054","PASS"
"2016-02-25 00:00:00","MACY'S","800 WEST OAKS MALL HOUSTON TX 77082","PASS"
"2016-05-11 00:00:00","TAQUERIA ARANDITAS   -   TEXAS","4005 HOLLISTER HOUSTON TX 77080","PASS"
"2015-09-24 00:00:00","JACK IN THE BOX # 666","11234 AIRLINE DR HOUSTON TX 77037","PASS"
"2015-11-10 00:00:00","BERRYHILL IN THE HEIGHTS BAJA","702 E 11TH HOUSTON TX 77008","PASS"
"2016-04-01 00:00:00","EL LAGO FROZEN YOGURT","5809 AIRLINE DR STE C HOUSTON TX 77076","PASS"
"2016-01-05 00:00:00","TARGET #1975","300 MEYERLAND PLAZA Houston TX 77096","PASS"
"2016-04-29 00:00:00","ORANGE LEAF YOGURT","12369 KINGSRIDE LN HOUSTON TX 77024","PASS"
"2015-07-10 00:00:00","SUBWAY SANDWICH","3933 BROADWAY STE 100 HOUSTON TX 77087","PASS"
"2016-06-23 00:00:00","RICO'S MORNING NOON NIGHT","401 GRAY HOUSTON TX 77002","PASS"
"2015-10-12 00:00:00","TAQUERIA MORA - DIANA'S","829  W 34TH BLVD HOUSTON TX 77018","FAIL"
"2015-12-29 00:00:00","WING STOP #994","2802 N SHEPHERD HOUSTON TX 77008","PASS"
"2016-01-22 00:00:00","SARITA'S TAQUERIA","10305 BAUMAN RD HOUSTON TX 77076-3701","FAIL"
"2015-07-21 00:00:00","CAFE AZUR","4315 MONTROSE BLVD HOUSTON TX 77006","PASS"
"2015-08-28 00:00:00","ISAACS ELEMENTARY","3830 PICKFAIR HOUSTON TX 77026","PASS"
"2016-02-12 00:00:00","MACY'S","900 GESSNER HOUSTON TX 77024","PASS"
"2015-11-02 00:00:00","ACE MART RESTAURANT SUPPLY CO.","5811 CHIMNEY ROCK HOUSTON TX 77081","PASS"
"2015-09-08 00:00:00","EMERITUS AT KINGWOOD","24025 KINGWOOD PLACE DR KINGWOOD TX 77339","PASS"
"2016-02-18 00:00:00","GORDITAS EL MAPACHE #1 - SOUTHWEST","6633 HILLCROFT HOUSTON TX 77081","PASS"
"2016-03-09 00:00:00","EL RINCONCITO HARWIN CAFE","10301 HARWIN STE 6 HOUSTON TX 77036","PASS"
"2016-06-01 00:00:00","LITTLE  CEASARS # 4591","1810 BROADWAY STE A HOUSTON TX 77012","PASS"
"2016-02-11 00:00:00","THE LAUNCH PAD","937 FM 1959 HOUSTON TX 77034","PASS"
"2015-09-23 00:00:00","THE AT RISK PROGRAM","6570 W BELLFORT STE A HOUSTON TX 77071","PASS"
"2015-11-04 00:00:00","TORTILLERIA LA PRECIOSA","6905 BISSONNET STE C HOUSTON TX 77072","PASS"
"2016-04-28 00:00:00","LA ROUX","4011 WASHINGTON AVE HOUSTON TX 77007","PASS"
"2016-03-16 00:00:00","JEFFREY'S FOOD MART","13420 W BELLFORT AVE HOUSTON TX 77498-1103","PASS"
"2015-12-21 00:00:00","MARIA'S TACOS N MORE","5127 ELLA HOUSTON TX 77018","FAIL"
"2015-09-04 00:00:00","SUBWAY #33624","6900 NORTH LOOP EAST HOUSTON TX 77026","FAIL"
"2015-08-20 00:00:00","EXXON MOBIL GP6 CAFE","12450 GREENSPOINT STE 214B HOUSTON TX 77060","PASS"
"2016-03-23 00:00:00","EL KIOSKO FRUTAS Y HELADOS #14","1823 GESSNER DR HOUSTON TX 77080","PASS"
"2015-08-18 00:00:00","OPEN DOOR MISSION","5803 HARRISBURG BLVD HOUSTON TX 77011","PASS"
"2016-01-29 00:00:00","SPEEDY MART #2","10109 BISSONNET STE A HOUSTON TX 77036","PASS"
"2016-06-29 00:00:00","TACOS EL PARAISO    -    PALACIOS","1103 BOMAR  ST HOUSTON TX 77006","PASS"
"2015-11-05 00:00:00","ZACHARY'S CAJUN  CAFE LLC","716 KINGWOOD DR HUMBLE TX 77339-4486","PASS"
"2016-02-04 00:00:00","TACOS XILITLA  -  EL GUERO COMMISSARY","3400 LIBERTY RD HOUSTON TX 77026","PASS"
"2016-02-04 00:00:00","TONG COMPANY","14060 HEMPSTEAD HOUSTON TX 77040","PASS"
"2016-02-29 00:00:00","MARCHESE'S KITCHEN","965 PINEMONT DR STE 700 HOUSTON TX 77018","FAIL"
"2015-09-18 00:00:00","TAQUERIA ARANDAS  #88","8111 S GESSNER HOUSTON TX 77036","PASS"
"2016-05-19 00:00:00","BLODGETT FISH MARKET","2603 BLODGETT HOUSTON TX 77004","PASS"
"2016-04-19 00:00:00","SBM CAFE","1255 ENCLAVE PKWY HOUSTON TX 77077","PASS"
"2016-01-13 00:00:00","THE HALAL GUYS","3821 FARNHAM HOUSTON TX 77098","PASS"
"2015-07-28 00:00:00","SUBWAY #5746","5405 S RICE STE A HOUSTON TX 77081","PASS"
"2015-12-12 00:00:00","DIMASSI'S MEDITERRANEAN BUFFET","8236 KIRBY STE 120 HOUSTON TX 77054","PASS"
"2015-08-05 00:00:00","VALERO SCOTT FOOD MART","5820 SCOTT ST HOUSTON TX 77021","PASS"
"2016-03-22 00:00:00","CIVIL CAFE","201 CAROLINE HOUSTON TX 77002","FAIL"
"2016-03-09 00:00:00","HUARACHE AZTECA  (inside  the FIESTA MART)","5800 LYONS AVE HOUSTON TX 77020","PASS"
"2016-06-06 00:00:00","LA MORELIANA #11","1050 W RANKIN RD STE 240 HOUSTON TX 77067","FAIL"
"2015-07-27 00:00:00","TACOS LA BALA 6","5515 GESSNER DR STE B HOUSTON TX 77041","PASS"
"2016-01-25 00:00:00","KASRA PERSIAN GRILL","9741 WESTHEIMER HOUSTON TX 77042","PASS"
"2015-10-14 00:00:00","SUSHI SAKURA EXPRESS","1014 WIRT RD STE 263 HOUSTON TX 77055","PASS"
"2015-08-15 00:00:00","MI TIENDA MEAT MARKET","10211 CLUB CREEK DR. Houston TX 77036","FAIL"
"2015-12-01 00:00:00","KOLACHE FACTORY #49","10455 BRIAR FOREST STE 140 HOUSTON TX 77042","PASS"
"2016-02-16 00:00:00","JACK IN THE BOX #4767","3415 NAVIGATION  BLVD HOUSTON TX 77003","PASS"
"2015-12-22 00:00:00","BAYOU CITY PRODUCE","222 WYNNE HOUSTON TX 77009","PASS"
"2016-02-01 00:00:00","SAL Y PIMIENTA","818 TOWN AND COUNTRY BLVD STE 105 HOUSTON TX 77024","PASS"
"2015-08-24 00:00:00","CAFE MAWAL","6006 FAIRDALE HOUSTON TX 77057","PASS"
"2015-09-15 00:00:00","RIDGEMONT ELEMENTARY SCHOOL","4910 RAVEN RIDGE HOUSTON TX 77053","PASS"
"2016-03-23 00:00:00","QUICK ONE FOOD STORE","7181 DIXIE HOUSTON TX 77087","PASS"
"2016-02-17 00:00:00","REVOLVE KITCHEN & BAR(inside Hotel Dereck)","2525 WEST LOOP SOUTH HOUSTON TX 77027","PASS"
"2015-12-12 00:00:00","RANDALL'S #3048","2075 WESTHEIMER HOUSTON TX 77098","PASS"
"2015-08-17 00:00:00","HAVANA IN HOUSTON","14543 MEMORIAL DR HOUSTON TX 77079","PASS"
"2015-09-14 00:00:00","ASIAN GROCERS","15140 GALVESTON RD WEBSTER TX 77598","PASS"
"2015-10-06 00:00:00","SUTTON ELEMENTARY","7402 ALBACORE HOUSTON TX 77074","PASS"
"2015-08-04 00:00:00","SHIPLEY'S DO-NUTS","121 W RANKIN RD HOUSTON TX 77090","PASS"
"2016-05-20 00:00:00","STARBUCKS COFFEE #683","1655 S VOSS HOUSTON TX 77057","PASS"
"2015-09-09 00:00:00","JARRO CAFE TRAILER - Della Carts","14520 MEMORIAL DR HOUSTON TX 77079","PASS"
"2015-12-16 00:00:00","WAFFLE HOUSE #1460","10134 ALMEDA GENOA HOUSTON TX 77075","FAIL"
"2015-10-02 00:00:00","JABASTIAN'S MEXICAN CUISINE","10925 BEECHNUT STE B201 HOUSTON TX 77072","PASS"
"2015-09-11 00:00:00","LUCAS    -    SOUTHWEST","4645 BEECHNUT HOUSTON TX 77096","FAIL"
"2015-08-06 00:00:00","GINO'S  EAST","17117 TOMBALL  PARKWAY HOUSTON TX 77064","PASS"
"2015-12-07 00:00:00","LA MICHOACANA MEAT MARKET","5712 W LITTLE YORK RD HOUSTON TX 77091","FAIL"
"2016-01-07 00:00:00","JIM'S SUPERMARKET","4703 YELLOWSTONE HOUSTON TX 77021","FAIL"
"2016-05-16 00:00:00","PIZZA HUT # 27134","3050 NORTHPARK DR KINGWOOD TX 77339","PASS"
"2016-04-05 00:00:00","OMNI HOUSTON WESTSIDE HOTEL","13210 KATY FWY HOUSTON TX 77078","PASS"
"2016-06-24 00:00:00","BERRYHILLS","731 MEMORIAL CITY MALL HOUSTON TX 77024","PASS"
"2016-02-02 00:00:00","TACO BELL","3356 SCOTT HOUSTON TX 77004","FAIL"
"2015-07-31 00:00:00","YALE STREET GRILL","2100 YALE HOUSTON TX 77008","PASS"
"2015-07-31 00:00:00","TAQUERIA  DF","6806 LONG POINT STE A HOUSTON TX 77055","PASS"
"2016-06-09 00:00:00","HANDI STOP #40 (SHELL GASOLINE)","6355 WILL CLAYTON PKWY HUMBLE TX 77338","PASS"
"2015-08-11 00:00:00","TAQUERIA ABASOLO","1109 HOGAN HOUSTON TX 77009","PASS"
"2015-12-02 00:00:00","MED CENTER CONOCO SERVICE CENTER","1113 OLD SPANISH TRAIL HOUSTON TX 77054","PASS"
"2016-05-17 00:00:00","TEOTIHUACAN MEXICAN CAFE","4624 IRVINGTON BLVD HOUSTON TX 77009","PASS"
"2015-09-03 00:00:00","ARAMARK GE OIL & GAS HYDRILL","3300 N SAM HOUSTON  PKWY E HOUSTON TX 77032","PASS"
"2016-06-27 00:00:00","RANDALL'S #1066","12850 MEMORIAL HOUSTON TX 77024","PASS"
"2015-10-01 00:00:00","KIDS R US ACADEMY","9385 RICHMOND HOUSTON TX 77063","PASS"
"2015-12-02 00:00:00","PANCHO'S MEAT MARKET","6141 GRIGGS HOUSTON TX 77023","PASS"
"2016-06-29 00:00:00","POPEYE'S","1101 N SHEPHERD HOUSTON TX 77008","PASS"
"2015-08-10 00:00:00","COTTON CANDY PARTY - Taqueria La Bola","239 SHARPSTOWN CTR STE MK15 HOUSTON TX 77036","PASS"
"2016-04-06 00:00:00","THRIF TEE SUPERMARKET","7104 IRVINGTON HOUSTON TX 77022","FAIL"
"2016-03-15 00:00:00","OASIS SNOWBALL       -     South West","2620 S DAIRY ASHFORD RD HOUSTON TX 77082","PASS"
"2016-05-27 00:00:00","KINDRED HOSPITAL TOWN AND COUNTRY","1120 BUSINESS CENTER HOUSTON TX 77043","PASS"
"2015-11-09 00:00:00","MAS TACO","1019 DAIRY ASHFORD STE B HOUSTON TX 77079","PASS"
"2016-02-22 00:00:00","SHELL AT THE BALLPARK","2002 RUNNELS ST HOUSTON TX 77003","PASS"
"2016-01-20 00:00:00","MCDONALDS","3941 FONDREN RD HOUSTON TX 77063","PASS"
"2015-10-13 00:00:00","TAQUERIA LA JALICIENSE","6503 AIRLINE DR STE A HOUSTON TX 77076","PASS"
"2015-11-04 00:00:00","GARCIA BROTHERS","5731 DWINNELL HOUSTON TX 77023","PASS"
"2015-12-23 00:00:00","THE METHODIST HOSPITAL","6565 FANNIN STE 1-16A HOUSTON TX 77030","PASS"
"2015-09-18 00:00:00","CRESPO PIZZA","1809 ELDRIDGE PKWY STE 114 HOUSTON TX 77077","PASS"
"2015-12-10 00:00:00","EYECAKE AT YONG'S BAKERY","14583 S MAIN ST HOUSTON TX 77035","PASS"
"2016-01-11 00:00:00","CICI'S PIZZA","750 GULFGATE MALL HOUSTON TX 77087","FAIL"
"2016-05-12 00:00:00","SALTGRASS STEAK HOUSE #15","17275 TOMBALL  PKWY HOUSTON TX 77064","FAIL"
"2016-05-24 00:00:00","REFRESQUERIA AZTECA CHILL","74 ALDINE BENDER STE A HOUSTON TX 77060","PASS"
"2016-06-23 00:00:00","LEARNING TIME ACADEMY","8433 ALMEDA STE U HOUSTON TX 77054","FAIL"
"2016-06-14 00:00:00","ANTOJITOS GUATEMALA # 2 - South West","7505 HIGH MEADOW HOUSTON TX 77063","PASS"
"2015-09-30 00:00:00","THELMA CARES ACADEMY","7343 ALABONSON HOUSTON TX 77088","PASS"
"2016-04-06 00:00:00","LITTLE CASITA MEXICAN RESTAURANT","5137 ANTOINE DR HOUSTON TX 77092","PASS"
"2016-03-23 00:00:00","IZAKAYA WA","12665 MEMORIAL  DR HOUSTON TX 77024","PASS"
"2015-08-17 00:00:00","PHILLIPS 66 FOOD STORE","4203 E CROSSTIMBERS ST HOUSTON TX 77016-6200","PASS"
"2015-12-29 00:00:00","RUGGLES GREEN","801 TOWN & COUNTRY  BLVD STE B HOUSTON TX 77024","PASS"
"2015-11-03 00:00:00","THE CAPITAL GRILLE # 8007","5365 WESTHEIMER RD HOUSTON TX 77056","PASS"
"2016-04-08 00:00:00","SPICY WORLD OF USA","10421 SOUTHWEST PLAZA DR HOUSTON TX 77074","PASS"
"2016-06-27 00:00:00","THE NEW GOLDEN PALACE","8520 BELLAIRE HOUSTON TX 77036","PASS"
"2015-10-09 00:00:00","AIRPORT GAME ROOM","9820 GULF FWY STE C-4 HOUSTON TX 77034","FAIL"
"2016-04-13 00:00:00","TAQUERIA EL TAPATIO","4550 N SHEPHERD HOUSTON TX 77018","PASS"
"2016-05-12 00:00:00","TAQUERIA EL ROJO LOCO","2833 COLLINGSWORTH HOUSTON TX 77026","FAIL"
"2015-11-20 00:00:00","CAMPESINOS TAQUERIA","10911 W HARDY HOUSTON TX 77076-2742","PASS"
"2015-09-21 00:00:00","SHOE CARNIVAL#454","10011 ALMEDA GENOA RD STE B HOUSTON TX 77075","PASS"
"2015-09-24 00:00:00","CINNABON","500 BAYBROOK MALL BLVD STE 1080 FRIENDSWOOD TX 77546","PASS"
"2016-01-27 00:00:00","TINH LUAT VEGETARIAN SUSHI & FAST FOOD","11360 BELLAIRE STE 380 HOUSTON TX 77072","PASS"
"2016-03-29 00:00:00","MURPHY USA # 7011","8610  W BELLFORT HOUSTON TX 77031","PASS"
"2015-08-12 00:00:00","IHOP #1910","15 E CROSSTIMBERS HOUSTON TX 77022","PASS"
"2016-04-12 00:00:00","BELLA TAPATIA TAQUERIA","4916 TELEPHONE HOUSTON TX 77087","PASS"
"2015-12-09 00:00:00","JRS MART","330 ROSAMOND HOUSTON TX 77076","PASS"
"2016-04-30 00:00:00","BIJAN PERSIAN GRILL","5922 HILLCROFT HOUSTON TX 77036","PASS"
"2016-01-14 00:00:00","PARTY LAND","13210 S POST OAK RD HOUSTON TX 77045","PASS"
"2015-09-01 00:00:00","ACUPUNCTURE WELLNESS","9413 RICHMOND HOUSTON TX 77063","PASS"
"2015-11-19 00:00:00","KIM SON RESTAURANT","10603 BELLAIRE BLVD STE 200 HOUSTON TX 77072","PASS"
"2016-03-09 00:00:00","BURGER KING","5115 KIRBY DR HOUSTON TX 77098","PASS"
"2015-10-20 00:00:00","CHUANR PLUS","9889 BELLAIRE STE C314 HOUSTON TX 77036","PASS"
"2016-02-24 00:00:00","DOUBLETREE HOTEL-TROFI REST.","400 DALLAS HOUSTON TX 77002","PASS"
"2016-05-25 00:00:00","THOMAS BAR-B-Q","5594 NORTH  FWY HOUSTON TX 77076","PASS"
"2016-02-02 00:00:00","CIVIC LIQUOR & WINE","5240 W 34TH ST STE B HOUSTON TX 77092","PASS"
"2015-12-04 00:00:00","TAMALES DONA TERE # 4","8607 500 LONG POINT RD HOUSTON TX 77055","PASS"
"2015-11-05 00:00:00","ADULFA'S ICE HOUSE","15013 LAWNDALE HOUTON TX 77017","PASS"
"2016-03-14 00:00:00","VILLEGAS PRODUCE","330 ROSAMOND ST HOUSTON TX 77076","PASS"
"2015-12-15 00:00:00","BREWINGZ","12599 WESTHEIMER STE A HOUSTON TX 77077","PASS"
"2015-12-06 00:00:00","TEA BAR AND ORGANIC","9889 BELLAIRE BLVD STE E211 HOUSTON TX 77036","FAIL"
"2015-10-23 00:00:00","RODERICK PAIGE  ELEMENTARY  SCHOOL","7501 CURRY RD STE T-B HOUSTON TX 77093","PASS"
"2016-05-08 00:00:00","HARVEST EXPRESS","5000 WESTHEIMER RD STE 602-A HOUSTON TX 77056","PASS"
"2015-10-15 00:00:00","PHO  GEARS","1517 GEARS RD STE E HOUSTON TX 77067","FAIL"
"2015-12-07 00:00:00","ROCKFISH SEAFOOD GRILL","11805 WESTHEIMER HOUSTON TX 77077","PASS"
"2016-03-10 00:00:00","TAQUERIA TAMPICO ALEGRE","315 MAXEY RD HOUSTON TX 77013","PASS"
"2015-07-29 00:00:00","JAMES CONEY ISLAND #5","6955 GULF  FWY HOUSTON TX 77087","PASS"
"2015-09-02 00:00:00","HANDI STOP/CONOCO","3502 MANGUM HOUSTON TX 77092","PASS"
"2015-07-21 00:00:00","PHO  HUY","2420 GESSNER DR STE D HOUSTON TX 77080","PASS"
"2016-03-26 00:00:00","HOUSE OF PIES","6142 WESTHEIMER HOUSTON TX 77057","PASS"
"2015-10-07 00:00:00","ACADEMY OF ACCELERATED LEARNING","6711 BELLFORT HOUSTON TX 77087","PASS"
"2015-09-24 00:00:00","SICILY PIZZA & PASTA-WESTHEIMER","6516 WESTHEIMER STE K HOUSTON TX 77057","PASS"
"2015-11-02 00:00:00","WINGS PIZZA N THINGS","11510 SPACE CENTER BLVD STE G HOUSTON TX 77059","PASS"
"2015-12-28 00:00:00","LEE'S BURGER & MORE","9920 STELLA LINK  RD HOUSTON TX 77025","PASS"
"2015-10-22 00:00:00","CICI'S PIZZA","11227 FUQUA HOUSTON TX 77089","FAIL"
"2015-08-12 00:00:00","BIRYANI POT INDIAN CUISINE","6509 WESTHEIMER RD STE B HOUSTON TX 77057","FAIL"
"2015-10-26 00:00:00","TACO BELL #20007","3155 SOUTH LOOP WEST HOUSTON TX 77054","PASS"
"2015-09-01 00:00:00","BURGER KING","5596 NORTH FRWY HOUSTON TX 77076","PASS"
"2015-12-21 00:00:00","JOLLIBEE","8001 MAIN STE 100 HOUSTON TX 77025","PASS"
"2015-08-13 00:00:00","GOLDEN CHINA FOOD","1439 WILCREST HOUSTON TX 77042","PASS"
"2015-07-13 00:00:00","EL REY TAQUERIA","3330 ELLA HOUSTON TX 77018","PASS"
"2015-09-01 00:00:00","HAMPTON ASSISTED LIVING RESIDENCE","9889 KEMPWOOD  DR HOUSTON TX 77080","PASS"
"2016-05-12 00:00:00","EL TACONAZO GRILL     -    TEX STAR","7405 AIRLINE DR HOUSTON TX 77076","PASS"
"2015-11-10 00:00:00","HOTEL SORELLA","800 SORELLA CT HOUSTON TX 77024","PASS"
"2015-09-15 00:00:00","CAO THANG SANDWICH","8272 PARK PLACE STE H7 HOUSTON TX 77017","PASS"
"2016-02-11 00:00:00","SUBWAY SANDWICH #43855","2510 MILLS BRANCH DR STE 100 KINGWOOD TX 77345","PASS"
"2016-03-02 00:00:00","PHO  I-10","1045 BLALOCK HOUSTON TX 77055","PASS"
"2016-05-25 00:00:00","POPEYE'S #60","9120 S MAIN HOUSTON TX 77025","PASS"
"2016-06-13 00:00:00","TWIN PEAKS","4527 LOMITAS HOUSTON TX 77098","FAIL"
"2016-02-26 00:00:00","KROGER #607","2300 GESSNER HOUSTON TX 77080","PASS"
"2016-06-14 00:00:00","THURGOOD MARSHALL ELEMENTARY","6200 WINFIELD RD HOUSTON TX 77050","PASS"
"2016-06-28 00:00:00","LA CRAWFISH","3957 RICHMOND HOUSTON TX 77027","PASS"
"2016-06-28 00:00:00","SABOR DE MI PUEBLO","4007 HOLLISTER HOUSTON TX 77080","PASS"
"2016-01-05 00:00:00","DULCE'S TAQUERIA","11639 GULLWOOD DR HOUSTON TX 77089","PASS"
